student_id,week_number,attendance_rate,lms_logins,lms_activity_score,sessions_missed,participation_score
S0364,1,0.603,11,17.2,2,4.67
S0364,2,0.562,4,24.6,2,2.13
S0364,3,0.67,16,22.0,0,4.34
S0364,4,0.58,8,33.0,1,2.63
S0364,5,0.619,6,24.7,1,2.52
S0364,6,0.652,13,29.2,1,3.48
S0364,7,0.579,6,19.6,1,4.05
S0365,1,0.764,2,63.5,1,8.64
S0365,2,0.834,9,57.9,0,8.87
S0365,3,0.773,8,55.4,1,7.44
S0365,4,0.766,3,48.0,1,7.16
S0365,5,0.799,0,59.7,0,8.21
S0365,6,0.735,8,54.5,1,7.62
S0365,7,0.761,7,58.2,0,5.76
S0366,1,0.86,16,70.0,0,5.16
S0366,2,0.785,12,60.4,0,5.77
S0366,3,0.841,16,76.3,0,6.36
S0366,4,0.858,19,65.9,0,6.15
S0366,5,0.809,13,75.7,0,4.3
S0366,6,0.786,13,82.3,1,5.54
S0366,7,0.788,16,66.0,0,6.43
S0367,1,0.603,13,38.6,2,1.25
S0367,2,0.654,13,25.0,2,2.14
S0367,3,0.621,9,35.7,2,2.85
S0367,4,0.643,11,30.9,2,2.05
S0367,5,0.594,9,44.9,1,1.76
S0367,6,0.537,5,48.8,2,1.49
S0367,7,0.623,14,33.6,1,0.39
S0368,1,0.966,6,65.6,0,5.47
S0368,2,0.996,6,71.6,0,7.04
S0368,3,0.989,6,62.2,0,7.17
S0368,4,1.0,3,60.5,0,4.63
S0368,5,0.974,4,58.7,0,6.6
S0368,6,0.914,5,58.8,0,4.26
S0368,7,1.0,8,46.0,0,6.67
S0369,1,0.777,21,44.5,1,7.3
S0369,2,0.788,16,39.4,0,7.98
S0369,3,0.901,20,50.7,0,6.68
S0369,4,0.823,21,39.5,0,7.23
S0369,5,0.805,18,39.5,0,7.13
S0369,6,0.752,16,41.5,0,8.29
S0369,7,0.784,16,43.1,0,8.18
S0370,1,0.814,20,70.8,0,7.7
S0370,2,0.807,20,78.3,1,6.03
S0370,3,0.835,18,83.0,0,7.58
S0370,4,0.745,18,75.2,1,7.83
S0370,5,0.834,20,79.2,0,7.81
S0370,6,0.846,20,78.6,0,6.78
S0370,7,0.853,16,79.2,0,7.46
S0371,1,0.908,5,69.0,0,5.06
S0371,2,0.881,1,67.0,0,6.37
S0371,3,0.774,1,65.5,1,4.48
S0371,4,0.696,0,40.7,0,4.77
S0371,5,0.732,0,48.3,1,5.7
S0371,6,0.622,0,41.6,1,4.58
S0371,7,0.524,0,34.1,2,3.56
S0372,1,0.908,11,60.9,0,4.47
S0372,2,0.863,14,64.2,0,2.93
S0372,3,0.793,13,56.1,0,4.17
S0372,4,0.868,9,45.1,0,4.2
S0372,5,0.887,18,50.7,0,4.65
S0372,6,0.942,10,48.2,0,4.74
S0372,7,0.886,13,57.0,0,4.96
S0373,1,0.81,13,77.2,0,4.33
S0373,2,0.948,19,65.4,0,6.26
S0373,3,0.931,-9,62.7,0,5.49
S0373,4,0.978,7,58.8,0,5.5
S0373,5,0.99,10,66.6,0,4.74
S0373,6,0.936,15,62.4,0,5.75
S0373,7,0.911,9,71.3,0,5.63
S0374,1,0.834,6,69.6,0,8.55
S0374,2,0.758,12,69.8,1,7.77
S0374,3,0.853,9,77.5,0,8.05
S0374,4,0.48,0,45.1,3,6.56
S0374,5,0.489,0,32.0,3,5.78
S0374,6,0.486,0,52.7,2,6.01
S0374,7,0.458,0,34.1,1,3.92
S0375,1,0.86,10,49.3,0,6.61
S0375,2,0.73,14,39.0,1,7.52
S0375,3,0.751,11,47.1,1,5.95
S0375,4,0.661,3,46.8,2,5.85
S0375,5,0.653,0,34.0,1,4.58
S0375,6,0.52,0,23.6,1,4.71
S0375,7,0.451,0,32.9,1,5.37
S0376,1,0.673,18,58.8,1,4.78
S0376,2,0.643,11,60.1,2,2.91
S0376,3,0.573,9,60.8,2,3.3
S0376,4,0.373,9,56.1,2,3.39
S0376,5,0.41,4,34.3,2,3.19
S0376,6,0.405,7,50.7,1,1.99
S0376,7,0.282,1,31.3,4,1.93
S0377,1,0.824,18,60.4,0,6.46
S0377,2,0.905,17,57.2,0,7.9
S0377,3,0.845,15,68.3,0,9.7
S0377,4,0.786,19,70.8,0,7.12
S0377,5,0.838,18,61.0,0,9.45
S0377,6,0.84,19,53.0,0,9.6
S0377,7,0.852,14,65.6,0,9.3
S0378,1,0.655,15,21.0,1,3.54
S0378,2,0.572,12,16.9,2,3.52
S0378,3,0.621,17,13.1,1,2.55
S0378,4,0.597,12,23.9,1,3.48
S0378,5,0.625,11,15.6,1,2.08
S0378,6,0.687,19,14.7,1,1.82
S0378,7,0.92,17,19.8,1,2.44
S0379,1,0.873,1,69.0,0,6.73
S0379,2,0.897,3,69.9,0,5.54
S0379,3,0.882,1,71.9,0,6.44
S0379,4,0.852,2,71.8,0,6.1
S0379,5,0.94,1,72.6,0,7.04
S0379,6,0.907,0,68.3,0,7.67
S0379,7,0.858,4,64.1,0,6.5
S0380,1,0.903,22,51.0,0,8.46
S0380,2,0.855,10,68.2,0,6.96
S0380,3,0.833,14,48.4,0,9.01
S0380,4,0.8,17,47.4,0,7.15
S0380,5,0.894,11,48.5,0,8.57
S0380,6,0.879,14,53.3,0,7.24
S0380,7,0.873,15,40.1,0,8.6
S0381,1,0.781,13,86.6,0,7.31
S0381,2,0.663,10,75.3,1,6.83
S0381,3,0.687,10,68.5,1,6.23
S0381,4,0.653,6,71.1,1,5.37
S0381,5,0.585,5,54.9,2,6.25
S0381,6,0.547,0,54.0,1,4.68
S0381,7,0.445,0,58.1,2,5.52
S0382,1,0.896,7,60.2,0,7.53
S0382,2,0.792,6,53.4,1,6.66
S0382,3,0.672,10,44.6,1,5.75
S0382,4,0.77,13,57.5,0,7.8
S0382,5,0.816,9,58.1,0,8.92
S0382,6,0.831,18,67.4,1,7.78
S0382,7,0.911,14,57.1,0,8.56
S0383,1,0.912,11,94.9,0,4.79
S0383,2,0.886,14,88.2,0,7.22
S0383,3,0.788,1,71.5,1,5.26
S0383,4,0.921,15,83.4,0,5.75
S0383,5,0.903,14,93.8,0,7.13
S0383,6,0.924,17,97.9,0,6.72
S0383,7,0.97,20,100,0,7.82
S0384,1,0.939,6,38.5,0,9.07
S0384,2,1.15,9,56.1,0,7.38
S0384,3,0.962,9,48.7,0,7.95
S0384,4,0.617,0,17.6,1,5.75
S0384,5,0.622,0,33.9,1,6.42
S0384,6,0.672,0,18.4,1,7.14
S0384,7,0.601,0,14.8,1,5.54
S0385,1,0.801,11,47.9,0,6.32
S0385,2,0.826,9,51.9,0,4.79
S0385,3,0.84,9,55.9,0,5.88
S0385,4,0.867,11,43.2,0,5.62
S0385,5,0.755,9,46.8,1,5.6
S0385,6,0.707,5,52.3,1,5.95
S0385,7,0.851,9,51.4,0,6.36
S0386,1,0.958,16,29.7,0,7.52
S0386,2,0.893,18,33.6,0,6.91
S0386,3,0.885,19,33.9,0,5.43
S0386,4,0.87,18,38.7,0,5.67
S0386,5,1.0,19,36.3,0,8.65
S0386,6,0.882,18,49.5,0,6.81
S0386,7,0.91,20,36.5,0,7.47
S0387,1,0.948,22,91.1,0,7.56
S0387,2,0.918,19,83.0,0,6.86
S0387,3,0.944,18,85.0,0,5.98
S0387,4,0.949,11,91.5,0,7.38
S0387,5,0.915,22,83.4,0,5.7
S0387,6,0.866,22,99.1,0,6.71
S0387,7,0.933,14,97.7,0,6.42
S0388,1,0.866,21,77.5,0,8.17
S0388,2,0.815,16,98.7,0,6.3
S0388,3,0.751,11,82.4,1,7.65
S0388,4,0.708,10,79.2,1,6.81
S0388,5,0.644,8,79.8,1,5.61
S0388,6,0.532,4,70.0,1,4.55
S0388,7,0.528,8,71.8,2,4.62
S0389,1,0.838,11,59.8,0,5.25
S0389,2,0.886,19,73.5,0,5.44
S0389,3,0.873,15,69.1,0,5.45
S0389,4,0.873,11,74.4,0,5.6
S0389,5,0.877,11,73.0,0,4.56
S0389,6,0.981,10,65.1,0,5.35
S0389,7,0.894,15,73.5,0,3.91
S0390,1,0.608,12,26.0,1,5.12
S0390,2,0.714,21,37.1,1,4.02
S0390,3,0.593,13,34.8,2,4.98
S0390,4,0.641,18,36.9,1,6.76
S0390,5,0.662,18,31.4,2,4.9
S0390,6,0.611,22,34.9,1,4.89
S0390,7,0.673,15,23.0,1,5.42
S0391,1,0.847,17,49.1,0,5.71
S0391,2,0.864,14,47.5,0,7.31
S0391,3,0.855,16,48.9,0,5.26
S0391,4,0.788,10,46.2,1,7.37
S0391,5,0.79,23,51.4,0,6.28
S0391,6,0.885,15,61.0,0,6.07
S0391,7,0.892,15,50.4,0,5.92
S0392,1,0.831,22,59.4,1,8.03
S0392,2,0.819,20,60.6,0,6.42
S0392,3,0.766,24,67.3,0,8.0
S0392,4,0.862,19,60.4,0,7.42
S0392,5,0.756,18,47.8,0,7.91
S0392,6,0.774,19,63.6,0,7.12
S0392,7,0.853,15,57.6,0,6.59
S0393,1,0.679,18,39.0,1,4.18
S0393,2,0.694,18,44.2,1,2.8
S0393,3,0.642,10,50.5,1,3.48
S0393,4,0.689,15,33.0,1,3.13
S0393,5,0.623,19,40.4,1,4.48
S0393,6,0.744,22,40.4,1,2.77
S0393,7,0.617,18,42.9,1,2.81
S0394,1,0.86,9,70.4,0,8.23
S0394,2,1.18,14,70.8,0,7.24
S0394,3,0.898,11,74.2,0,7.98
S0394,4,0.963,12,79.6,0,7.67
S0394,5,0.864,10,75.7,0,8.1
S0394,6,0.854,10,79.5,0,6.91
S0394,7,0.879,15,71.9,0,8.74
S0395,1,1.0,34,53.3,0,4.81
S0395,2,0.891,35,45.6,0,3.54
S0395,3,0.913,28,40.4,0,6.12
S0395,4,0.787,23,40.7,1,4.33
S0395,5,0.795,23,18.4,1,4.05
S0395,6,0.707,21,41.8,0,4.17
S0395,7,0.632,16,23.0,1,3.98
S0396,1,0.963,8,62.7,0,7.06
S0396,2,0.958,0,64.7,0,8.96
S0396,3,0.934,0,61.7,0,7.67
S0396,4,1.0,3,69.0,0,7.7
S0396,5,0.969,5,61.1,0,8.8
S0396,6,0.971,5,64.5,0,7.19
S0396,7,1.0,7,71.2,0,7.96
S0397,1,0.954,19,59.2,0,7.2
S0397,2,0.931,19,59.8,0,6.69
S0397,3,0.935,18,56.0,0,5.9
S0397,4,0.916,18,61.1,0,5.34
S0397,5,0.933,21,63.6,0,5.5
S0397,6,0.975,19,66.5,0,7.64
S0397,7,0.953,19,70.8,0,7.04
S0398,1,0.86,26,58.7,0,4.84
S0398,2,0.787,20,51.3,1,5.64
S0398,3,0.777,23,40.6,1,4.25
S0398,4,0.724,14,29.2,1,3.93
S0398,5,0.662,13,31.5,1,3.99
S0398,6,0.577,13,32.2,2,3.64
S0398,7,0.546,8,32.1,1,3.66
S0399,1,0.993,22,72.8,0,3.07
S0399,2,0.885,22,74.7,0,3.74
S0399,3,0.963,25,76.1,0,5.57
S0399,4,0.873,23,72.3,0,5.17
S0399,5,0.909,24,79.6,0,6.42
S0399,6,1.16,21,72.3,0,4.45
S0399,7,0.858,18,73.3,0,5.85
S0400,1,0.831,17,83.8,0,5.92
S0400,2,0.911,18,96.0,0,6.1
S0400,3,0.891,11,88.1,0,6.19
S0400,4,0.881,17,89.6,0,6.17
S0400,5,0.927,16,79.4,0,5.53
S0400,6,0.881,11,83.7,0,5.66
S0400,7,0.868,16,87.3,0,5.91
S0401,1,0.867,17,65.9,0,5.22
S0401,2,0.83,17,67.2,0,6.09
S0401,3,0.789,10,57.3,0,3.63
S0401,4,0.72,7,47.9,1,5.59
S0401,5,0.596,3,46.2,1,3.25
S0401,6,0.643,2,44.9,1,4.11
S0401,7,0.513,2,45.8,1,2.76
S0402,1,0.877,25,74.0,0,4.83
S0402,2,0.871,19,80.9,0,3.98
S0402,3,0.856,30,71.7,0,4.61
S0402,4,0.852,26,74.0,0,4.82
S0402,5,0.846,25,79.4,0,4.48
S0402,6,0.761,19,70.5,1,4.4
S0402,7,0.817,17,76.7,1,2.69
S0403,1,0.976,9,57.0,0,3.94
S0403,2,0.915,14,46.9,0,2.61
S0403,3,0.915,4,58.4,0,3.44
S0403,4,0.768,3,46.5,0,2.75
S0403,5,0.735,0,42.2,1,3.71
S0403,6,0.659,0,38.2,1,2.08
S0403,7,0.685,0,38.4,1,1.09
S0404,1,0.835,20,59.1,0,4.9
S0404,2,0.899,16,65.4,0,6.1
S0404,3,0.769,16,64.0,1,7.06
S0404,4,0.852,26,67.4,0,7.78
S0404,5,0.871,24,58.8,0,6.07
S0404,6,0.85,13,64.4,0,8.06
S0404,7,0.931,18,68.9,0,5.95
S0405,1,0.91,16,94.2,0,2.19
S0405,2,0.869,19,79.8,0,5.49
S0405,3,0.937,16,78.1,0,3.44
S0405,4,0.888,18,87.3,0,4.81
S0405,5,0.845,12,90.1,0,5.13
S0405,6,0.831,18,85.9,0,4.28
S0405,7,0.917,16,85.0,0,4.66
S0406,1,0.884,15,87.3,0,5.82
S0406,2,0.891,14,90.6,0,5.65
S0406,3,0.785,14,77.6,0,6.41
S0406,4,0.933,15,82.7,0,4.44
S0406,5,0.838,14,83.6,0,5.78
S0406,6,0.882,15,82.0,0,6.46
S0406,7,0.861,11,88.2,0,6.7
S0407,1,0.98,8,80.1,0,7.57
S0407,2,0.852,5,91.8,0,8.24
S0407,3,0.767,4,85.4,1,7.56
S0407,4,0.823,8,69.0,1,6.54
S0407,5,0.813,3,86.9,1,8.28
S0407,6,0.827,6,84.5,0,5.61
S0407,7,0.68,6,82.5,1,6.27
S0408,1,0.87,4,71.5,0,6.15
S0408,2,0.881,4,72.4,0,6.66
S0408,3,0.833,9,79.1,1,5.03
S0408,4,0.8,1,72.3,0,5.21
S0408,5,0.829,6,72.2,1,5.2
S0408,6,0.852,9,72.8,0,5.26
S0408,7,0.922,6,71.4,0,6.38
S0409,1,0.656,21,43.9,1,2.57
S0409,2,0.653,14,46.5,1,2.16
S0409,3,0.646,16,50.5,1,4.07
S0409,4,0.655,22,42.1,1,2.46
S0409,5,0.673,22,30.8,1,4.47
S0409,6,0.576,14,41.3,2,2.95
S0409,7,0.645,15,46.2,1,1.71
S0410,1,1.0,18,62.4,0,8.09
S0410,2,1.0,16,58.3,0,5.99
S0410,3,0.978,-20,57.4,0,6.84
S0410,4,0.997,19,55.1,0,6.7
S0410,5,1.0,17,53.0,0,6.06
S0410,6,1.0,19,57.3,0,4.96
S0410,7,1.0,17,59.8,0,5.55
S0411,1,0.911,7,51.4,0,7.86
S0411,2,0.915,2,46.7,0,8.82
S0411,3,0.894,7,55.5,0,7.43
S0411,4,0.995,9,43.2,0,7.91
S0411,5,0.876,2,40.8,0,8.24
S0411,6,0.922,9,45.9,0,8.36
S0411,7,0.882,0,57.1,0,8.28
S0412,1,0.699,24,39.6,0,8.12
S0412,2,0.722,19,35.6,1,6.86
S0412,3,0.714,20,39.7,0,7.39
S0412,4,0.341,9,12.0,3,3.79
S0412,5,0.31,0,16.1,2,3.69
S0412,6,0.361,0,9.9,2,4.1
S0412,7,0.379,4,10.9,3,5.61
S0413,1,0.803,10,71.9,0,3.97
S0413,2,0.758,23,67.1,1,5.56
S0413,3,0.828,13,57.5,0,4.04
S0413,4,0.796,13,72.1,1,4.41
S0413,5,0.752,12,68.5,1,6.58
S0413,6,0.796,14,71.4,0,6.66
S0413,7,0.743,15,69.9,1,4.59
S0414,1,0.957,11,53.6,0,8.17
S0414,2,0.978,21,50.0,0,7.84
S0414,3,0.965,12,42.2,0,6.27
S0414,4,0.937,18,48.4,0,7.99
S0414,5,0.916,17,43.2,0,8.7
S0414,6,0.987,15,54.7,0,6.89
S0414,7,1.0,19,57.0,0,6.65
S0415,1,0.743,16,82.2,1,7.24
S0415,2,0.705,13,79.6,1,6.27
S0415,3,0.823,18,68.5,0,5.46
S0415,4,0.792,13,74.7,1,7.84
S0415,5,0.754,13,61.4,1,7.04
S0415,6,0.752,14,74.1,0,6.63
S0415,7,0.847,12,63.5,0,6.04
S0416,1,0.662,0,41.9,1,5.61
S0416,2,0.68,5,47.5,1,5.59
S0416,3,0.805,3,53.8,0,4.74
S0416,4,0.808,2,51.2,0,4.18
S0416,5,0.816,1,42.6,0,3.85
S0416,6,0.793,13,60.9,0,3.87
S0416,7,0.712,4,52.1,1,4.35
S0417,1,1.0,4,55.7,0,3.18
S0417,2,1.0,3,48.2,0,3.44
S0417,3,0.928,0,56.3,0,2.49
S0417,4,1.0,6,55.4,0,3.44
S0417,5,1.0,4,48.9,0,4.12
S0417,6,1.0,8,63.2,0,4.37
S0417,7,1.0,12,65.0,0,4.67
S0418,1,1.0,16,53.9,0,6.43
S0418,2,0.963,14,57.1,0,7.33
S0418,3,1.0,17,45.1,0,7.26
S0418,4,0.976,14,57.3,0,6.94
S0418,5,0.904,12,53.9,0,6.95
S0418,6,0.975,17,52.6,0,6.66
S0418,7,0.896,14,40.7,0,7.45
S0419,1,0.892,15,62.1,0,7.93
S0419,2,0.769,14,63.2,0,9.65
S0419,3,0.79,21,71.5,0,9.43
S0419,4,0.828,15,65.3,0,10
S0419,5,0.786,19,53.3,0,9.4
S0419,6,0.847,16,66.8,0,9.71
S0419,7,0.804,19,73.6,0,8.89
S0420,1,0.944,11,88.3,0,7.03
S0420,2,0.942,15,93.4,0,7.04
S0420,3,0.906,17,91.3,0,7.97
S0420,4,0.899,21,88.5,0,6.86
S0420,5,0.879,17,87.1,0,7.24
S0420,6,0.907,21,95.7,0,8.04
S0420,7,0.843,19,90.5,0,7.35
S0421,1,0.738,19,64.4,1,5.24
S0421,2,0.794,16,71.2,1,4.2
S0421,3,0.754,14,59.2,0,4.69
S0421,4,0.769,23,71.8,0,5.85
S0421,5,0.793,11,67.8,0,6.07
S0421,6,0.707,18,73.4,1,4.3
S0421,7,0.762,14,78.7,0,4.89
S0422,1,0.971,5,55.1,0,6.85
S0422,2,1.0,9,53.5,0,6.8
S0422,3,1.0,8,55.0,0,6.43
S0422,4,1.0,11,61.0,0,6.19
S0422,5,0.985,12,59.0,0,6.58
S0422,6,1.0,8,49.6,0,7.62
S0422,7,0.996,4,51.2,0,5.86
S0423,1,0.91,19,76.4,0,6.31
S0423,2,1.17,21,67.7,0,7.33
S0423,3,0.919,24,83.0,0,5.86
S0423,4,0.852,17,82.5,0,6.35
S0423,5,0.878,21,82.1,0,6.97
S0423,6,0.946,20,69.2,0,6.89
S0423,7,0.825,23,82.4,1,7.66
S0424,1,0.869,13,67.3,0,8.14
S0424,2,0.829,8,64.8,0,7.02
S0424,3,0.752,12,70.3,1,8.19
S0424,4,0.867,13,75.6,0,7.83
S0424,5,0.818,10,76.9,1,9.34
S0424,6,0.836,10,74.1,0,7.44
S0424,7,0.865,7,72.3,0,8.24
S0425,1,0.984,18,63.6,0,4.35
S0425,2,0.924,18,61.8,0,3.89
S0425,3,0.878,14,59.1,0,4.04
S0425,4,0.942,17,64.7,0,4.69
S0425,5,1.0,21,72.3,0,3.63
S0425,6,1.0,28,77.6,0,4.6
S0425,7,1.0,22,77.3,0,6.26
S0426,1,0.85,11,100,0,8.25
S0426,2,0.79,3,89.5,1,8.86
S0426,3,0.692,1,80.4,1,6.2
S0426,4,0.652,5,86.8,1,6.65
S0426,5,0.537,0,80.7,2,5.3
S0426,6,0.497,1,78.7,2,4.04
S0426,7,0.445,0,64.8,2,4.65
S0427,1,0.844,7,61.7,0,5.94
S0427,2,0.896,6,56.0,0,4.31
S0427,3,0.691,4,51.2,0,4.63
S0427,4,0.722,0,58.1,1,3.64
S0427,5,0.638,0,33.7,1,4.5
S0427,6,0.607,0,38.6,1,3.42
S0427,7,0.4,0,39.7,2,1.92
S0428,1,1.0,24,62.5,0,7.49
S0428,2,0.848,28,59.7,0,6.25
S0428,3,0.974,24,64.3,0,5.67
S0428,4,0.986,24,57.9,0,5.42
S0428,5,0.992,23,56.3,0,6.39
S0428,6,1.0,24,68.2,0,5.79
S0428,7,1.0,33,74.7,0,6.5
S0429,1,1.0,5,67.3,0,8.76
S0429,2,0.971,8,45.8,0,6.83
S0429,3,0.974,10,57.4,0,7.01
S0429,4,0.957,10,55.9,0,7.6
S0429,5,1.0,11,70.7,0,7.78
S0429,6,1.0,15,70.2,0,8.16
S0429,7,1.0,15,80.1,0,9.47
S0430,1,0.591,9,26.9,1,3.64
S0430,2,0.635,4,38.1,1,1.78
S0430,3,0.613,6,37.0,1,3.03
S0430,4,0.611,8,28.5,1,2.77
S0430,5,0.627,8,22.7,2,4.56
S0430,6,0.598,5,25.9,2,3.76
S0430,7,0.655,1,31.7,1,4.96
S0431,1,0.836,20,65.4,0,5.95
S0431,2,0.804,19,70.0,1,6.4
S0431,3,0.855,17,69.4,0,6.23
S0431,4,0.837,21,63.5,0,7.84
S0431,5,0.882,21,70.3,0,6.66
S0431,6,0.874,18,66.0,0,5.56
S0431,7,0.926,17,68.6,0,6.13
S0432,1,0.967,9,67.9,0,9.01
S0432,2,1.0,12,71.7,0,7.77
S0432,3,0.951,14,68.0,0,9.73
S0432,4,0.903,13,62.5,0,8.21
S0432,5,0.868,13,62.5,0,7.2
S0432,6,0.94,15,71.3,0,8.56
S0432,7,1.0,10,72.7,0,8.34
S0433,1,0.81,11,64.2,1,6.05
S0433,2,0.821,10,61.0,0,6.87
S0433,3,0.691,13,71.5,1,5.63
S0433,4,0.743,9,51.3,1,6.45
S0433,5,0.877,19,73.7,0,5.17
S0433,6,0.862,17,64.0,0,7.33
S0433,7,0.881,27,69.3,0,6.43
S0434,1,0.765,14,37.8,0,7.5
S0434,2,0.838,19,52.5,0,7.24
S0434,3,0.847,19,53.7,0,9.18
S0434,4,0.822,14,47.8,0,7.4
S0434,5,0.797,14,55.6,1,7.52
S0434,6,0.836,14,46.0,0,9.18
S0434,7,0.809,16,43.1,0,7.98
S0435,1,0.878,22,67.2,0,7.93
S0435,2,0.77,17,72.5,1,6.06
S0435,3,0.675,19,65.7,1,7.7
S0435,4,0.708,18,69.6,1,7.13
S0435,5,0.657,16,57.1,1,7.18
S0435,6,0.744,11,62.9,1,7.18
S0435,7,0.694,21,67.9,1,6.72
S0436,1,0.863,11,61.8,0,7.42
S0436,2,0.819,11,60.3,0,5.72
S0436,3,0.713,3,65.8,0,6.84
S0436,4,0.61,7,50.0,1,6.57
S0436,5,0.614,1,41.8,1,4.8
S0436,6,0.533,0,25.5,1,6.16
S0436,7,0.382,0,33.2,1,4.33
S0437,1,0.819,11,48.5,1,7.1
S0437,2,0.781,9,60.2,1,7.08
S0437,3,0.734,10,52.6,0,8.52
S0437,4,0.726,10,64.5,1,7.7
S0437,5,0.773,6,62.0,0,6.87
S0437,6,0.74,11,50.2,0,7.24
S0437,7,0.768,11,53.9,0,6.66
S0438,1,0.893,7,78.8,0,4.42
S0438,2,0.957,11,83.7,0,4.76
S0438,3,0.908,9,67.5,0,4.95
S0438,4,0.622,0,54.3,1,1.79
S0438,5,0.638,0,53.7,2,2.88
S0438,6,0.622,0,48.8,2,0.53
S0438,7,0.603,0,51.1,1,1.97
S0439,1,0.865,20,51.5,0,7.99
S0439,2,0.939,10,53.7,0,8.01
S0439,3,0.844,16,48.1,0,6.65
S0439,4,0.963,11,63.6,0,7.46
S0439,5,0.932,6,61.2,0,8.21
S0439,6,0.907,9,52.3,0,8.9
S0439,7,0.888,13,58.5,0,8.58
S0440,1,0.99,21,75.8,0,4.58
S0440,2,0.991,13,72.0,0,5.49
S0440,3,0.922,26,68.5,0,6.09
S0440,4,0.932,15,78.9,0,3.71
S0440,5,0.968,15,63.2,0,5.62
S0440,6,0.987,16,66.4,0,4.87
S0440,7,0.979,15,70.2,0,4.63
S0441,1,0.921,7,77.1,0,7.85
S0441,2,0.939,8,82.5,0,7.89
S0441,3,1.0,11,76.7,0,7.29
S0441,4,0.993,10,71.4,0,7.2
S0441,5,1.0,9,75.1,0,7.01
S0441,6,0.97,13,69.2,0,7.18
S0441,7,0.99,12,75.0,0,7.87
S0442,1,0.896,13,55.4,0,4.16
S0442,2,0.793,9,64.9,0,6.49
S0442,3,0.789,13,62.1,0,5.42
S0442,4,0.764,9,68.3,1,5.74
S0442,5,0.82,11,72.9,0,5.77
S0442,6,0.835,11,77.9,0,5.39
S0442,7,0.835,8,70.3,0,5.47
S0443,1,0.902,12,80.7,0,6.44
S0443,2,0.802,17,70.5,0,6.73
S0443,3,0.919,14,85.4,0,7.04
S0443,4,0.903,9,75.1,0,5.68
S0443,5,0.857,12,83.3,0,4.81
S0443,6,0.846,19,74.4,0,4.15
S0443,7,0.928,13,73.0,0,6.71
S0444,1,0.807,0,77.8,1,6.76
S0444,2,0.856,0,67.1,0,9.14
S0444,3,0.824,3,53.3,1,7.71
S0444,4,0.803,0,67.5,0,7.26
S0444,5,0.849,0,70.1,0,6.84
S0444,6,0.773,0,66.5,1,6.93
S0444,7,0.805,0,66.6,0,6.76
S0445,1,0.828,21,48.4,0,6.32
S0445,2,0.834,19,57.3,0,5.6
S0445,3,0.699,15,45.4,1,7.25
S0445,4,0.795,15,41.8,0,6.21
S0445,5,0.903,23,61.0,0,7.56
S0445,6,0.9,24,59.4,0,6.91
S0445,7,0.996,21,55.3,0,8.01
S0446,1,0.923,6,79.7,0,9.75
S0446,2,0.851,4,78.0,0,10
S0446,3,0.823,4,66.2,0,9.73
S0446,4,0.926,6,68.7,0,7.65
S0446,5,0.932,0,65.2,0,9.78
S0446,6,0.913,6,70.0,0,7.63
S0446,7,0.733,8,50.7,1,8.3
S0447,1,0.908,11,82.1,0,6.28
S0447,2,0.977,17,73.5,0,6.93
S0447,3,0.921,12,56.9,0,7.3
S0447,4,0.91,9,72.3,0,7.91
S0447,5,1.0,13,78.6,0,6.8
S0447,6,0.919,11,78.8,0,7.02
S0447,7,0.915,15,68.8,0,7.23
S0448,1,0.785,14,80.5,0,3.03
S0448,2,0.738,16,84.1,1,5.03
S0448,3,0.758,14,79.7,1,4.39
S0448,4,0.781,10,70.4,1,3.91
S0448,5,0.735,20,77.5,0,3.93
S0448,6,0.733,13,76.8,1,2.94
S0448,7,0.72,14,88.5,1,4.99
S0449,1,0.814,10,38.9,0,3.79
S0449,2,0.89,10,42.4,0,4.5
S0449,3,0.833,11,41.5,0,3.32
S0449,4,0.935,8,37.5,0,4.32
S0449,5,0.87,9,45.0,0,4.87
S0449,6,0.883,13,32.5,0,4.65
S0449,7,0.809,8,40.0,0,4.54
S0450,1,0.899,10,49.1,0,5.89
S0450,2,0.926,10,45.4,0,7.75
S0450,3,0.888,9,50.3,0,3.92
S0450,4,0.912,5,35.1,0,5.79
S0450,5,0.897,11,42.2,0,6.68
S0450,6,0.909,6,44.1,0,6.6
S0450,7,0.883,12,42.2,0,6.29
S0451,1,0.76,18,41.3,1,3.84
S0451,2,0.762,14,48.3,0,3.7
S0451,3,0.72,11,39.8,1,4.33
S0451,4,0.628,16,41.3,2,2.31
S0451,5,0.597,11,36.2,1,4.38
S0451,6,0.523,7,33.9,1,2.57
S0451,7,0.425,6,21.3,3,3.09
S0452,1,0.825,20,76.2,0,5.05
S0452,2,0.893,15,56.0,0,2.57
S0452,3,0.739,15,60.4,0,2.88
S0452,4,0.661,17,51.1,2,2.62
S0452,5,0.635,4,53.0,2,3.39
S0452,6,0.612,7,46.4,1,2.56
S0452,7,0.575,9,39.7,1,1.38
S0453,1,0.716,9,83.2,1,7.38
S0453,2,0.729,17,72.0,1,7.1
S0453,3,0.755,11,74.2,1,6.6
S0453,4,0.696,12,78.6,0,7.66
S0453,5,0.73,9,67.7,1,7.1
S0453,6,0.658,9,82.3,1,6.13
S0453,7,0.757,11,70.8,0,7.07
S0454,1,0.917,11,54.3,0,7.17
S0454,2,0.847,12,53.7,0,7.21
S0454,3,0.915,15,52.5,0,8.02
S0454,4,0.906,10,34.4,0,8.17
